,state,State Name,disease,Number of Hepatitis Cases,"Hepatitis Incidence Per 100,000 People",year,number_week
41615,KY,KENTUCKY,HEPATITIS A,14,0.38,1985,31
41616,LA,LOUISIANA,HEPATITIS A,10,0.23,1985,31
41617,MA,MASSACHUSETTS,HEPATITIS A,11,0.19,1985,31
41618,MD,MARYLAND,HEPATITIS A,1,0.02,1985,31
41619,ME,MAINE,HEPATITIS A,1,0.09,1985,31
41620,MI,MICHIGAN,HEPATITIS A,4,0.04,1985,31
41621,MN,MINNESOTA,HEPATITIS A,2,0.05,1985,31
41622,MO,MISSOURI,HEPATITIS A,2,0.04,1985,31
41623,MS,MISSISSIPPI,HEPATITIS A,1,0.04,1985,31
41624,MT,MONTANA,HEPATITIS A,2,0.25,1985,31
41625,NC,NORTH CAROLINA,HEPATITIS A,4,0.06,1985,31
41626,NE,NEBRASKA,HEPATITIS A,1,0.06,1985,31
41627,NJ,NEW JERSEY,HEPATITIS A,12,0.16,1985,31
41628,NM,NEW MEXICO,HEPATITIS A,12,0.82,1985,31
41629,NV,NEVADA,HEPATITIS A,9,0.92,1985,31
41630,NY,NEW YORK,HEPATITIS A,6,0.03,1985,31
41631,OH,OHIO,HEPATITIS A,4,0.04,1985,31
41632,OK,OKLAHOMA,HEPATITIS A,5,0.15,1985,31
41633,OR,OREGON,HEPATITIS A,37,1.38,1985,31
41634,PA,PENNSYLVANIA,HEPATITIS A,7,0.06,1985,31
41635,RI,RHODE ISLAND,HEPATITIS A,1,0.1,1985,31
41636,SD,SOUTH DAKOTA,HEPATITIS A,17,2.44,1985,31
41637,TN,TENNESSEE,HEPATITIS A,2,0.04,1985,31
41638,TX,TEXAS,HEPATITIS A,128,0.77,1985,31
41639,UT,UTAH,HEPATITIS A,6,0.36,1985,31
41640,VA,VIRGINIA,HEPATITIS A,2,0.03,1985,31
41641,WA,WASHINGTON,HEPATITIS A,25,0.56,1985,31
41642,WV,WEST VIRGINIA,HEPATITIS A,5,0.27,1985,31
41643,AL,ALABAMA,HEPATITIS A,2,0.05,1985,32
41644,AR,ARKANSAS,HEPATITIS A,3,0.13,1985,32
41645,AZ,ARIZONA,HEPATITIS A,26,0.79,1985,32
41646,CA,CALIFORNIA,HEPATITIS A,113,0.42,1985,32
41647,CO,COLORADO,HEPATITIS A,12,0.37,1985,32
41648,FL,FLORIDA,HEPATITIS A,22,0.19,1985,32
41649,GA,GEORGIA,HEPATITIS A,1,0.02,1985,32
41650,IA,IOWA,HEPATITIS A,1,0.04,1985,32
41651,ID,IDAHO,HEPATITIS A,17,1.72,1985,32
41652,IL,ILLINOIS,HEPATITIS A,2,0.02,1985,32
41653,KS,KANSAS,HEPATITIS A,1,0.04,1985,32
41654,KY,KENTUCKY,HEPATITIS A,3,0.08,1985,32
41655,LA,LOUISIANA,HEPATITIS A,5,0.11,1985,32
41656,MA,MASSACHUSETTS,HEPATITIS A,6,0.1,1985,32
41657,ME,MAINE,HEPATITIS A,1,0.09,1985,32
41658,MI,MICHIGAN,HEPATITIS A,3,0.03,1985,32
41659,MT,MONTANA,HEPATITIS A,1,0.12,1985,32
41660,NC,NORTH CAROLINA,HEPATITIS A,1,0.02,1985,32
41661,NE,NEBRASKA,HEPATITIS A,6,0.38,1985,32
41662,NJ,NEW JERSEY,HEPATITIS A,9,0.12,1985,32
41663,NM,NEW MEXICO,HEPATITIS A,13,0.89,1985,32
41664,NV,NEVADA,HEPATITIS A,4,0.41,1985,32
41665,OH,OHIO,HEPATITIS A,7,0.07,1985,32
41666,OK,OKLAHOMA,HEPATITIS A,3,0.09,1985,32
41667,OR,OREGON,HEPATITIS A,46,1.71,1985,32
41668,PA,PENNSYLVANIA,HEPATITIS A,10,0.08,1985,32
41669,RI,RHODE ISLAND,HEPATITIS A,1,0.1,1985,32
41670,SD,SOUTH DAKOTA,HEPATITIS A,3,0.43,1985,32
41671,TX,TEXAS,HEPATITIS A,31,0.19,1985,32
41672,UT,UTAH,HEPATITIS A,1,0.06,1985,32
41673,VA,VIRGINIA,HEPATITIS A,2,0.03,1985,32
41674,WA,WASHINGTON,HEPATITIS A,11,0.25,1985,32
41675,WV,WEST VIRGINIA,HEPATITIS A,1,0.05,1985,32
41676,AR,ARKANSAS,HEPATITIS A,4,0.17,1985,33
41677,AZ,ARIZONA,HEPATITIS A,20,0.6,1985,33
41678,CA,CALIFORNIA,HEPATITIS A,145,0.54,1985,33
41679,CO,COLORADO,HEPATITIS A,9,0.28,1985,33
41680,CT,CONNECTICUT,HEPATITIS A,3,0.09,1985,33
41681,DE,DELAWARE,HEPATITIS A,1,0.16,1985,33
41682,FL,FLORIDA,HEPATITIS A,23,0.2,1985,33
41683,GA,GEORGIA,HEPATITIS A,6,0.1,1985,33
41684,HI,HAWAII,HEPATITIS A,5,0.48,1985,33
41685,ID,IDAHO,HEPATITIS A,8,0.81,1985,33
41686,IL,ILLINOIS,HEPATITIS A,1,0.01,1985,33
41687,IN,INDIANA,HEPATITIS A,1,0.02,1985,33
41688,KS,KANSAS,HEPATITIS A,2,0.08,1985,33
41689,KY,KENTUCKY,HEPATITIS A,3,0.08,1985,33
41690,MA,MASSACHUSETTS,HEPATITIS A,5,0.08,1985,33
41691,MD,MARYLAND,HEPATITIS A,3,0.07,1985,33
41692,ME,MAINE,HEPATITIS A,1,0.09,1985,33
41693,MI,MICHIGAN,HEPATITIS A,5,0.05,1985,33
41694,MN,MINNESOTA,HEPATITIS A,3,0.07,1985,33
41695,MO,MISSOURI,HEPATITIS A,1,0.02,1985,33
41696,NC,NORTH CAROLINA,HEPATITIS A,3,0.05,1985,33
41697,NE,NEBRASKA,HEPATITIS A,2,0.13,1985,33
41698,NJ,NEW JERSEY,HEPATITIS A,12,0.16,1985,33
41699,NV,NEVADA,HEPATITIS A,8,0.82,1985,33
41700,NY,NEW YORK,HEPATITIS A,9,0.05,1985,33
41701,OH,OHIO,HEPATITIS A,6,0.06,1985,33
41702,OK,OKLAHOMA,HEPATITIS A,2,0.06,1985,33
41703,OR,OREGON,HEPATITIS A,28,1.04,1985,33
41704,PA,PENNSYLVANIA,HEPATITIS A,13,0.11,1985,33
41705,RI,RHODE ISLAND,HEPATITIS A,2,0.2,1985,33
41706,SD,SOUTH DAKOTA,HEPATITIS A,8,1.15,1985,33
41707,TX,TEXAS,HEPATITIS A,37,0.22,1985,33
41708,UT,UTAH,HEPATITIS A,3,0.18,1985,33
41709,VA,VIRGINIA,HEPATITIS A,2,0.03,1985,33
41710,WA,WASHINGTON,HEPATITIS A,11,0.25,1985,33
41711,WV,WEST VIRGINIA,HEPATITIS A,1,0.05,1985,33
41712,AL,ALABAMA,HEPATITIS A,1,0.03,1985,34
41713,AZ,ARIZONA,HEPATITIS A,45,1.36,1985,34
41714,CA,CALIFORNIA,HEPATITIS A,145,0.54,1985,34
41715,CO,COLORADO,HEPATITIS A,9,0.28,1985,34
41716,CT,CONNECTICUT,HEPATITIS A,4,0.12,1985,34
41717,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.16,1985,34
41718,FL,FLORIDA,HEPATITIS A,31,0.27,1985,34
41719,GA,GEORGIA,HEPATITIS A,3,0.05,1985,34
41720,HI,HAWAII,HEPATITIS A,1,0.1,1985,34
41721,IA,IOWA,HEPATITIS A,1,0.04,1985,34
41722,ID,IDAHO,HEPATITIS A,2,0.2,1985,34
41723,IL,ILLINOIS,HEPATITIS A,1,0.01,1985,34
41724,KS,KANSAS,HEPATITIS A,2,0.08,1985,34
41725,KY,KENTUCKY,HEPATITIS A,4,0.11,1985,34
41726,MA,MASSACHUSETTS,HEPATITIS A,1,0.02,1985,34
41727,MI,MICHIGAN,HEPATITIS A,3,0.03,1985,34
41728,MO,MISSOURI,HEPATITIS A,1,0.02,1985,34
41729,MT,MONTANA,HEPATITIS A,3,0.37,1985,34
41730,NC,NORTH CAROLINA,HEPATITIS A,4,0.06,1985,34
41731,NE,NEBRASKA,HEPATITIS A,10,0.64,1985,34
41732,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.1,1985,34
41733,NJ,NEW JERSEY,HEPATITIS A,3,0.04,1985,34
41734,NM,NEW MEXICO,HEPATITIS A,3,0.21,1985,34
41735,NV,NEVADA,HEPATITIS A,6,0.61,1985,34
41736,NY,NEW YORK,HEPATITIS A,6,0.03,1985,34
41737,OH,OHIO,HEPATITIS A,11,0.1,1985,34
41738,OK,OKLAHOMA,HEPATITIS A,7,0.22,1985,34
41739,OR,OREGON,HEPATITIS A,57,2.12,1985,34
41740,SD,SOUTH DAKOTA,HEPATITIS A,3,0.43,1985,34
41741,TX,TEXAS,HEPATITIS A,43,0.26,1985,34
41742,UT,UTAH,HEPATITIS A,2,0.12,1985,34
41743,VA,VIRGINIA,HEPATITIS A,2,0.03,1985,34
41744,WA,WASHINGTON,HEPATITIS A,3,0.07,1985,34
41745,WV,WEST VIRGINIA,HEPATITIS A,3,0.16,1985,34
41746,AL,ALABAMA,HEPATITIS A,2,0.05,1985,35
41747,AR,ARKANSAS,HEPATITIS A,1,0.04,1985,35
41748,AZ,ARIZONA,HEPATITIS A,23,0.7,1985,35
41749,CO,COLORADO,HEPATITIS A,4,0.12,1985,35
41750,CT,CONNECTICUT,HEPATITIS A,1,0.03,1985,35
41751,DE,DELAWARE,HEPATITIS A,1,0.16,1985,35
41752,FL,FLORIDA,HEPATITIS A,16,0.14,1985,35
41753,GA,GEORGIA,HEPATITIS A,5,0.08,1985,35
41754,IA,IOWA,HEPATITIS A,1,0.04,1985,35
41755,ID,IDAHO,HEPATITIS A,5,0.5,1985,35
41756,IL,ILLINOIS,HEPATITIS A,2,0.02,1985,35
41757,KS,KANSAS,HEPATITIS A,4,0.16,1985,35
41758,KY,KENTUCKY,HEPATITIS A,4,0.11,1985,35
41759,LA,LOUISIANA,HEPATITIS A,4,0.09,1985,35
41760,MA,MASSACHUSETTS,HEPATITIS A,2,0.03,1985,35
41761,MD,MARYLAND,HEPATITIS A,4,0.09,1985,35
41762,MI,MICHIGAN,HEPATITIS A,4,0.04,1985,35
41763,MS,MISSISSIPPI,HEPATITIS A,1,0.04,1985,35
41764,NC,NORTH CAROLINA,HEPATITIS A,2,0.03,1985,35
41765,NE,NEBRASKA,HEPATITIS A,12,0.76,1985,35
41766,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.1,1985,35
41767,NJ,NEW JERSEY,HEPATITIS A,6,0.08,1985,35
41768,NM,NEW MEXICO,HEPATITIS A,14,0.96,1985,35
41769,NV,NEVADA,HEPATITIS A,14,1.43,1985,35
41770,NY,NEW YORK,HEPATITIS A,15,0.08,1985,35
41771,OH,OHIO,HEPATITIS A,8,0.07,1985,35
41772,OK,OKLAHOMA,HEPATITIS A,4,0.12,1985,35
41773,OR,OREGON,HEPATITIS A,31,1.16,1985,35
41774,SC,SOUTH CAROLINA,HEPATITIS A,1,0.03,1985,35
41775,SD,SOUTH DAKOTA,HEPATITIS A,12,1.72,1985,35
41776,TN,TENNESSEE,HEPATITIS A,1,0.02,1985,35
41777,TX,TEXAS,HEPATITIS A,26,0.16,1985,35
41778,UT,UTAH,HEPATITIS A,11,0.66,1985,35
41779,WA,WASHINGTON,HEPATITIS A,12,0.27,1985,35
41780,AR,ARKANSAS,HEPATITIS A,10,0.43,1985,36
41781,AZ,ARIZONA,HEPATITIS A,30,0.91,1985,36
41782,CA,CALIFORNIA,HEPATITIS A,115,0.42,1985,36
41783,CO,COLORADO,HEPATITIS A,2,0.06,1985,36
41784,CT,CONNECTICUT,HEPATITIS A,6,0.19,1985,36
41785,DE,DELAWARE,HEPATITIS A,1,0.16,1985,36
41786,FL,FLORIDA,HEPATITIS A,31,0.27,1985,36
41787,GA,GEORGIA,HEPATITIS A,4,0.07,1985,36
41788,HI,HAWAII,HEPATITIS A,3,0.29,1985,36
41789,IA,IOWA,HEPATITIS A,2,0.07,1985,36
41790,ID,IDAHO,HEPATITIS A,7,0.71,1985,36
41791,IN,INDIANA,HEPATITIS A,3,0.06,1985,36
41792,KS,KANSAS,HEPATITIS A,2,0.08,1985,36
41793,KY,KENTUCKY,HEPATITIS A,3,0.08,1985,36
41794,LA,LOUISIANA,HEPATITIS A,7,0.16,1985,36
41795,MA,MASSACHUSETTS,HEPATITIS A,6,0.1,1985,36
41796,MD,MARYLAND,HEPATITIS A,1,0.02,1985,36
41797,MI,MICHIGAN,HEPATITIS A,4,0.04,1985,36
41798,MO,MISSOURI,HEPATITIS A,1,0.02,1985,36
41799,MS,MISSISSIPPI,HEPATITIS A,1,0.04,1985,36
41800,NC,NORTH CAROLINA,HEPATITIS A,1,0.02,1985,36
41801,NE,NEBRASKA,HEPATITIS A,2,0.13,1985,36
41802,NJ,NEW JERSEY,HEPATITIS A,4,0.05,1985,36
41803,NM,NEW MEXICO,HEPATITIS A,12,0.82,1985,36
41804,NV,NEVADA,HEPATITIS A,9,0.92,1985,36
41805,NY,NEW YORK,HEPATITIS A,23,0.13,1985,36
41806,OH,OHIO,HEPATITIS A,11,0.1,1985,36
41807,OK,OKLAHOMA,HEPATITIS A,8,0.25,1985,36
41808,OR,OREGON,HEPATITIS A,33,1.23,1985,36
41809,PA,PENNSYLVANIA,HEPATITIS A,16,0.14,1985,36
41810,SD,SOUTH DAKOTA,HEPATITIS A,5,0.72,1985,36
41811,TX,TEXAS,HEPATITIS A,50,0.3,1985,36
41812,UT,UTAH,HEPATITIS A,4,0.24,1985,36
41813,VA,VIRGINIA,HEPATITIS A,4,0.07,1985,36
41814,VT,VERMONT,HEPATITIS A,1,0.19,1985,36
41815,WA,WASHINGTON,HEPATITIS A,36,0.81,1985,36
41816,WV,WEST VIRGINIA,HEPATITIS A,1,0.05,1985,36
41817,AL,ALABAMA,HEPATITIS A,3,0.08,1985,37
41818,AR,ARKANSAS,HEPATITIS A,1,0.04,1985,37
41819,AZ,ARIZONA,HEPATITIS A,19,0.57,1985,37
41820,CA,CALIFORNIA,HEPATITIS A,108,0.4,1985,37
41821,CO,COLORADO,HEPATITIS A,15,0.46,1985,37
41822,CT,CONNECTICUT,HEPATITIS A,11,0.34,1985,37
41823,FL,FLORIDA,HEPATITIS A,17,0.15,1985,37
41824,GA,GEORGIA,HEPATITIS A,9,0.15,1985,37
41825,ID,IDAHO,HEPATITIS A,7,0.71,1985,37
41826,IL,ILLINOIS,HEPATITIS A,4,0.04,1985,37
41827,KS,KANSAS,HEPATITIS A,5,0.21,1985,37
41828,LA,LOUISIANA,HEPATITIS A,2,0.05,1985,37
41829,MA,MASSACHUSETTS,HEPATITIS A,3,0.05,1985,37
41830,MD,MARYLAND,HEPATITIS A,4,0.09,1985,37
41831,MI,MICHIGAN,HEPATITIS A,4,0.04,1985,37
41832,MT,MONTANA,HEPATITIS A,13,1.6,1985,37
41833,NC,NORTH CAROLINA,HEPATITIS A,1,0.02,1985,37
41834,ND,NORTH DAKOTA,HEPATITIS A,1,0.15,1985,37
41835,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.1,1985,37
41836,NJ,NEW JERSEY,HEPATITIS A,9,0.12,1985,37
41837,NM,NEW MEXICO,HEPATITIS A,16,1.09,1985,37
41838,NV,NEVADA,HEPATITIS A,8,0.82,1985,37
41839,OH,OHIO,HEPATITIS A,6,0.06,1985,37
41840,OK,OKLAHOMA,HEPATITIS A,15,0.46,1985,37
41841,OR,OREGON,HEPATITIS A,24,0.89,1985,37
41842,PA,PENNSYLVANIA,HEPATITIS A,5,0.04,1985,37
41843,RI,RHODE ISLAND,HEPATITIS A,3,0.31,1985,37
41844,SC,SOUTH CAROLINA,HEPATITIS A,1,0.03,1985,37
41845,SD,SOUTH DAKOTA,HEPATITIS A,5,0.72,1985,37
41846,TN,TENNESSEE,HEPATITIS A,3,0.06,1985,37
41847,TX,TEXAS,HEPATITIS A,55,0.33,1985,37
41848,UT,UTAH,HEPATITIS A,5,0.3,1985,37
41849,VA,VIRGINIA,HEPATITIS A,2,0.03,1985,37
41850,WA,WASHINGTON,HEPATITIS A,4,0.09,1985,37
41851,WV,WEST VIRGINIA,HEPATITIS A,1,0.05,1985,37
41852,WY,WYOMING,HEPATITIS A,1,0.2,1985,37
41853,AL,ALABAMA,HEPATITIS A,1,0.03,1985,38
41854,AR,ARKANSAS,HEPATITIS A,1,0.04,1985,38
41855,AZ,ARIZONA,HEPATITIS A,34,1.03,1985,38
41856,CA,CALIFORNIA,HEPATITIS A,114,0.42,1985,38
41857,CO,COLORADO,HEPATITIS A,11,0.34,1985,38
41858,CT,CONNECTICUT,HEPATITIS A,43,1.33,1985,38
41859,DE,DELAWARE,HEPATITIS A,1,0.16,1985,38
41860,FL,FLORIDA,HEPATITIS A,22,0.19,1985,38
41861,GA,GEORGIA,HEPATITIS A,1,0.02,1985,38
41862,IA,IOWA,HEPATITIS A,2,0.07,1985,38
41863,ID,IDAHO,HEPATITIS A,1,0.1,1985,38
41864,IL,ILLINOIS,HEPATITIS A,6,0.05,1985,38
41865,IN,INDIANA,HEPATITIS A,4,0.07,1985,38
41866,KS,KANSAS,HEPATITIS A,7,0.29,1985,38
41867,KY,KENTUCKY,HEPATITIS A,3,0.08,1985,38
41868,LA,LOUISIANA,HEPATITIS A,7,0.16,1985,38
41869,MA,MASSACHUSETTS,HEPATITIS A,3,0.05,1985,38
41870,MI,MICHIGAN,HEPATITIS A,5,0.05,1985,38
41871,MN,MINNESOTA,HEPATITIS A,2,0.05,1985,38
41872,MS,MISSISSIPPI,HEPATITIS A,3,0.12,1985,38
41873,MT,MONTANA,HEPATITIS A,6,0.74,1985,38
41874,NC,NORTH CAROLINA,HEPATITIS A,3,0.05,1985,38
41875,NJ,NEW JERSEY,HEPATITIS A,6,0.08,1985,38
41876,NM,NEW MEXICO,HEPATITIS A,7,0.48,1985,38
41877,NV,NEVADA,HEPATITIS A,8,0.82,1985,38
41878,OH,OHIO,HEPATITIS A,6,0.06,1985,38
41879,OK,OKLAHOMA,HEPATITIS A,6,0.18,1985,38
41880,OR,OREGON,HEPATITIS A,70,2.61,1985,38
41881,PA,PENNSYLVANIA,HEPATITIS A,23,0.2,1985,38
41882,RI,RHODE ISLAND,HEPATITIS A,2,0.2,1985,38
41883,SC,SOUTH CAROLINA,HEPATITIS A,2,0.06,1985,38
41884,TN,TENNESSEE,HEPATITIS A,1,0.02,1985,38
41885,TX,TEXAS,HEPATITIS A,50,0.3,1985,38
41886,UT,UTAH,HEPATITIS A,7,0.42,1985,38
41887,VA,VIRGINIA,HEPATITIS A,3,0.05,1985,38
41888,WA,WASHINGTON,HEPATITIS A,9,0.2,1985,38
41889,AR,ARKANSAS,HEPATITIS A,6,0.26,1985,39
41890,AZ,ARIZONA,HEPATITIS A,31,0.94,1985,39
41891,CA,CALIFORNIA,HEPATITIS A,140,0.52,1985,39
41892,CO,COLORADO,HEPATITIS A,8,0.25,1985,39
41893,CT,CONNECTICUT,HEPATITIS A,2,0.06,1985,39
41894,FL,FLORIDA,HEPATITIS A,29,0.25,1985,39
41895,GA,GEORGIA,HEPATITIS A,10,0.16,1985,39
41896,HI,HAWAII,HEPATITIS A,7,0.67,1985,39
41897,ID,IDAHO,HEPATITIS A,4,0.4,1985,39
41898,IL,ILLINOIS,HEPATITIS A,2,0.02,1985,39
41899,IN,INDIANA,HEPATITIS A,5,0.09,1985,39
41900,KS,KANSAS,HEPATITIS A,5,0.21,1985,39
41901,KY,KENTUCKY,HEPATITIS A,4,0.11,1985,39
41902,LA,LOUISIANA,HEPATITIS A,2,0.05,1985,39
41903,MA,MASSACHUSETTS,HEPATITIS A,6,0.1,1985,39
41904,MI,MICHIGAN,HEPATITIS A,7,0.08,1985,39
41905,MN,MINNESOTA,HEPATITIS A,56,1.33,1985,39
41906,MO,MISSOURI,HEPATITIS A,4,0.08,1985,39
41907,MS,MISSISSIPPI,HEPATITIS A,4,0.15,1985,39
41908,MT,MONTANA,HEPATITIS A,1,0.12,1985,39
41909,NC,NORTH CAROLINA,HEPATITIS A,3,0.05,1985,39
41910,NE,NEBRASKA,HEPATITIS A,1,0.06,1985,39
41911,NJ,NEW JERSEY,HEPATITIS A,5,0.07,1985,39
41912,NV,NEVADA,HEPATITIS A,15,1.53,1985,39
41913,NY,NEW YORK,HEPATITIS A,22,0.12,1985,39
41914,OH,OHIO,HEPATITIS A,11,0.1,1985,39
41915,OK,OKLAHOMA,HEPATITIS A,8,0.25,1985,39
41916,OR,OREGON,HEPATITIS A,54,2.01,1985,39
41917,SC,SOUTH CAROLINA,HEPATITIS A,2,0.06,1985,39
41918,SD,SOUTH DAKOTA,HEPATITIS A,19,2.73,1985,39
41919,TN,TENNESSEE,HEPATITIS A,1,0.02,1985,39
41920,TX,TEXAS,HEPATITIS A,53,0.32,1985,39
41921,UT,UTAH,HEPATITIS A,5,0.3,1985,39
41922,VA,VIRGINIA,HEPATITIS A,1,0.02,1985,39
41923,WA,WASHINGTON,HEPATITIS A,3,0.07,1985,39
41924,AK,ALASKA,HEPATITIS A,1,0.18,1985,45
41925,AR,ARKANSAS,HEPATITIS A,2,0.09,1985,45
41926,AZ,ARIZONA,HEPATITIS A,22,0.67,1985,45
41927,CO,COLORADO,HEPATITIS A,10,0.31,1985,45
41928,DE,DELAWARE,HEPATITIS A,1,0.16,1985,45
41929,FL,FLORIDA,HEPATITIS A,10,0.09,1985,45
41930,GA,GEORGIA,HEPATITIS A,8,0.13,1985,45
41931,ID,IDAHO,HEPATITIS A,13,1.31,1985,45
41932,IL,ILLINOIS,HEPATITIS A,2,0.02,1985,45
41933,KS,KANSAS,HEPATITIS A,3,0.12,1985,45
41934,KY,KENTUCKY,HEPATITIS A,1,0.03,1985,45
41935,LA,LOUISIANA,HEPATITIS A,3,0.07,1985,45
41936,MA,MASSACHUSETTS,HEPATITIS A,3,0.05,1985,45
41937,MD,MARYLAND,HEPATITIS A,2,0.04,1985,45
41938,MI,MICHIGAN,HEPATITIS A,5,0.05,1985,45
41939,MN,MINNESOTA,HEPATITIS A,5,0.12,1985,45
41940,MO,MISSOURI,HEPATITIS A,1,0.02,1985,45
41941,MS,MISSISSIPPI,HEPATITIS A,1,0.04,1985,45
41942,NC,NORTH CAROLINA,HEPATITIS A,4,0.06,1985,45
41943,NJ,NEW JERSEY,HEPATITIS A,4,0.05,1985,45
41944,NM,NEW MEXICO,HEPATITIS A,6,0.41,1985,45
41945,NV,NEVADA,HEPATITIS A,9,0.92,1985,45
41946,NY,NEW YORK,HEPATITIS A,10,0.06,1985,45
41947,OH,OHIO,HEPATITIS A,10,0.09,1985,45
41948,OK,OKLAHOMA,HEPATITIS A,6,0.18,1985,45
41949,OR,OREGON,HEPATITIS A,48,1.79,1985,45
41950,PA,PENNSYLVANIA,HEPATITIS A,13,0.11,1985,45
41951,TX,TEXAS,HEPATITIS A,72,0.43,1985,45
41952,VA,VIRGINIA,HEPATITIS A,6,0.1,1985,45
41953,VT,VERMONT,HEPATITIS A,1,0.19,1985,45
41954,WA,WASHINGTON,HEPATITIS A,5,0.11,1985,45
41955,AL,ALABAMA,HEPATITIS A,1,0.03,1985,49
41956,AR,ARKANSAS,HEPATITIS A,2,0.09,1985,49
41957,AZ,ARIZONA,HEPATITIS A,14,0.42,1985,49
41958,CA,CALIFORNIA,HEPATITIS A,167,0.62,1985,49
41959,CO,COLORADO,HEPATITIS A,1,0.03,1985,49
41960,CT,CONNECTICUT,HEPATITIS A,4,0.12,1985,49
41961,DE,DELAWARE,HEPATITIS A,1,0.16,1985,49
41962,FL,FLORIDA,HEPATITIS A,27,0.23,1985,49
41963,GA,GEORGIA,HEPATITIS A,3,0.05,1985,49
41964,ID,IDAHO,HEPATITIS A,8,0.81,1985,49
41965,IL,ILLINOIS,HEPATITIS A,1,0.01,1985,49
41966,IN,INDIANA,HEPATITIS A,7,0.13,1985,49
41967,KY,KENTUCKY,HEPATITIS A,3,0.08,1985,49
41968,LA,LOUISIANA,HEPATITIS A,4,0.09,1985,49
41969,MA,MASSACHUSETTS,HEPATITIS A,4,0.07,1985,49
41970,MD,MARYLAND,HEPATITIS A,2,0.04,1985,49
41971,MI,MICHIGAN,HEPATITIS A,4,0.04,1985,49
41972,MN,MINNESOTA,HEPATITIS A,9,0.21,1985,49
41973,MO,MISSOURI,HEPATITIS A,2,0.04,1985,49
41974,MS,MISSISSIPPI,HEPATITIS A,4,0.15,1985,49
41975,MT,MONTANA,HEPATITIS A,6,0.74,1985,49
41976,NC,NORTH CAROLINA,HEPATITIS A,2,0.03,1985,49
41977,NE,NEBRASKA,HEPATITIS A,2,0.13,1985,49
41978,NJ,NEW JERSEY,HEPATITIS A,5,0.07,1985,49
41979,NM,NEW MEXICO,HEPATITIS A,9,0.62,1985,49
41980,NV,NEVADA,HEPATITIS A,3,0.31,1985,49
41981,NY,NEW YORK,HEPATITIS A,17,0.1,1985,49
41982,OH,OHIO,HEPATITIS A,9,0.08,1985,49
41983,OK,OKLAHOMA,HEPATITIS A,7,0.22,1985,49
41984,OR,OREGON,HEPATITIS A,53,1.98,1985,49
41985,PA,PENNSYLVANIA,HEPATITIS A,25,0.21,1985,49
41986,SC,SOUTH CAROLINA,HEPATITIS A,1,0.03,1985,49
41987,SD,SOUTH DAKOTA,HEPATITIS A,19,2.73,1985,49
41988,TX,TEXAS,HEPATITIS A,58,0.35,1985,49
41989,UT,UTAH,HEPATITIS A,1,0.06,1985,49
41990,VA,VIRGINIA,HEPATITIS A,2,0.03,1985,49
41991,VT,VERMONT,HEPATITIS A,1,0.19,1985,49
41992,WA,WASHINGTON,HEPATITIS A,31,0.7,1985,49
41993,AK,ALASKA,HEPATITIS A,1,0.18,1985,50
41994,AL,ALABAMA,HEPATITIS A,2,0.05,1985,50
41995,AR,ARKANSAS,HEPATITIS A,1,0.04,1985,50
41996,AZ,ARIZONA,HEPATITIS A,29,0.88,1985,50
41997,CA,CALIFORNIA,HEPATITIS A,105,0.39,1985,50
41998,CO,COLORADO,HEPATITIS A,8,0.25,1985,50
41999,CT,CONNECTICUT,HEPATITIS A,4,0.12,1985,50
42000,FL,FLORIDA,HEPATITIS A,25,0.21,1985,50
42001,GA,GEORGIA,HEPATITIS A,1,0.02,1985,50
42002,HI,HAWAII,HEPATITIS A,4,0.38,1985,50
42003,IL,ILLINOIS,HEPATITIS A,1,0.01,1985,50
42004,IN,INDIANA,HEPATITIS A,2,0.04,1985,50
42005,KS,KANSAS,HEPATITIS A,3,0.12,1985,50
42006,KY,KENTUCKY,HEPATITIS A,2,0.05,1985,50
42007,LA,LOUISIANA,HEPATITIS A,1,0.02,1985,50
42008,MA,MASSACHUSETTS,HEPATITIS A,8,0.14,1985,50
42009,ME,MAINE,HEPATITIS A,1,0.09,1985,50
42010,MI,MICHIGAN,HEPATITIS A,5,0.05,1985,50
42011,MO,MISSOURI,HEPATITIS A,1,0.02,1985,50
42012,MS,MISSISSIPPI,HEPATITIS A,1,0.04,1985,50
42013,MT,MONTANA,HEPATITIS A,3,0.37,1985,50
42014,NC,NORTH CAROLINA,HEPATITIS A,3,0.05,1985,50
42015,NE,NEBRASKA,HEPATITIS A,1,0.06,1985,50
42016,NJ,NEW JERSEY,HEPATITIS A,8,0.1,1985,50
42017,NM,NEW MEXICO,HEPATITIS A,11,0.75,1985,50
42018,NV,NEVADA,HEPATITIS A,3,0.31,1985,50
42019,OH,OHIO,HEPATITIS A,1,0.01,1985,50
42020,OK,OKLAHOMA,HEPATITIS A,9,0.28,1985,50
42021,OR,OREGON,HEPATITIS A,48,1.79,1985,50
42022,PA,PENNSYLVANIA,HEPATITIS A,10,0.08,1985,50
42023,RI,RHODE ISLAND,HEPATITIS A,1,0.1,1985,50
42024,SD,SOUTH DAKOTA,HEPATITIS A,13,1.87,1985,50
42025,TN,TENNESSEE,HEPATITIS A,2,0.04,1985,50
